0.27187,0.29616,0.29482,0.27332,0.28536,0.28319,0.32221,0.24043,0.27719,0.29119,0.25939,0.30715,0.27737,0.29101,0.18836,0.35517,0.31142,0.25425,0.22409,0.33378
0.31455,0.27265,0.32356,0.26189,0.35273,0.22104,0.33656,0.24496,0.28735,0.30117,0.27297,0.31427,0.25094,0.33213,0.2121,0.35818,0.33067,0.25286,0.26223,0.32329
0.2959,0.29625,0.29451,0.29764,0.30064,0.29144,0.34889,0.23151,0.26158,0.32696,0.2621,0.32654,0.2544,0.33257,0.21258,0.36074,0.31202,0.27922,0.24065,0.34265
0.26956,0.31684,0.26373,0.32172,0.27503,0.31211,0.34641,0.23033,0.25251,0.33059,0.24131,0.33886,0.26348,0.32192,0.18079,0.37466,0.29511,0.2932,0.24058,0.33938
0.3128,0.30046,0.30305,0.3103,0.3482,0.25862,0.36791,0.22971,0.27371,0.33647,0.26178,0.34582,0.27355,0.33659,0.19979,0.38498,0.35043,0.25559,0.2799,0.33134
0.31861,0.2806,0.27554,0.323,0.33988,0.25442,0.34613,0.24585,0.26475,0.3319,0.2474,0.34503,0.27486,0.32357,0.17538,0.38664,0.3428,0.25048,0.29247,0.30775
0.34604,0.30195,0.31415,0.33501,0.36995,0.27214,0.39445,0.23522,0.25566,0.38152,0.29144,0.35494,0.27464,0.36809,0.27032,0.37128,0.36506,0.27866,0.29674,0.35052
0.33201,0.27692,0.30148,0.30988,0.35542,0.24615,0.37634,0.21281,0.23167,0.36503,0.25773,0.34712,0.2647,0.34183,0.21214,0.37671,0.35287,0.24979,0.28444,0.32559
0.30412,0.29809,0.29776,0.30445,0.31487,0.28671,0.34974,0.24296,0.27556,0.32468,0.27438,0.32568,0.26149,0.33612,0.21339,0.36853,0.33186,0.26687,0.26095,0.33654
0.31946,0.27971,0.29284,0.30747,0.31956,0.2796,0.32686,0.27102,0.29008,0.31007,0.26557,0.3313,0.26954,0.32809,0.18379,0.38277,0.33737,0.25782,0.27587,0.32278
