0.33399,0.21822,0.30996,0.25118,0.24278,0.31659,0.29942,0.26367,0.24385,0.31576,0.2659,0.29743,0.30352,0.25894,0.2588,0.30363,0.19218,0.34962,0.21566,0.33565
0.30217,0.19801,0.2846,0.22252,0.22587,0.28195,0.26488,0.24566,0.2288,0.27958,0.25131,0.25953,0.27227,0.23744,0.24471,0.26576,0.18098,0.31266,0.20254,0.29915
0.33803,0.20524,0.3226,0.22872,0.26191,0.29629,0.29054,0.26827,0.25673,0.30078,0.27584,0.28336,0.2986,0.25927,0.27242,0.28665,0.16703,0.35845,0.19621,0.34335
0.33325,0.2029,0.31057,0.23616,0.25425,0.29595,0.28885,0.26229,0.24676,0.30222,0.26888,0.28272,0.29221,0.25854,0.26845,0.28313,0.17768,0.34735,0.20777,0.33024
0.3065,0.18989,0.27686,0.23098,0.2371,0.27163,0.25997,0.24984,0.23294,0.27522,0.25543,0.25447,0.26715,0.24215,0.25415,0.25576,0.19424,0.30376,0.2205,0.28528
0.31783,0.20093,0.29508,0.23306,0.25254,0.27859,0.26726,0.26451,0.24649,0.28396,0.27133,0.26033,0.29111,0.23801,0.26646,0.26531,0.1768,0.33186,0.20543,0.31495
0.33082,0.20671,0.31299,0.23282,0.24741,0.30159,0.29114,0.25963,0.24067,0.30699,0.26578,0.28554,0.29102,0.25976,0.25911,0.2916,0.17841,0.3469,0.20371,0.33268
0.32989,0.19844,0.29792,0.24382,0.24887,0.29371,0.28339,0.26057,0.24007,0.30095,0.26451,0.27971,0.28808,0.25538,0.2681,0.27627,0.18646,0.33681,0.2189,0.31669
0.35605,0.20953,0.33217,0.24563,0.27033,0.3124,0.30035,0.28366,0.27176,0.31116,0.29149,0.29276,0.30502,0.27863,0.29059,0.29365,0.20497,0.35869,0.23142,0.34223
0.33653,0.21232,0.32155,0.23438,0.26497,0.29685,0.28615,0.27649,0.26388,0.29782,0.28593,0.27672,0.3035,0.25732,0.27952,0.28319,0.18499,0.35229,0.20786,0.3393
0.29206,0.18371,0.26492,0.22105,0.2157,0.2693,0.25785,0.22926,0.21575,0.26926,0.22979,0.25738,0.25889,0.22808,0.23598,0.25172,0.17256,0.29878,0.19948,0.28152
0.32294,0.20151,0.30025,0.23398,0.25008,0.28698,0.2747,0.2635,0.2449,0.29141,0.2707,0.26762,0.28945,0.24721,0.2657,0.27258,0.18051,0.33513,0.20878,0.31829
0.31781,0.20084,0.29445,0.23376,0.24721,0.28325,0.27123,0.26033,0.24003,0.28935,0.26667,0.26501,0.28544,0.24467,0.26352,0.26813,0.17976,0.33019,0.20974,0.31201
0.31251,0.20877,0.29303,0.23533,0.22052,0.30433,0.28312,0.24716,0.22342,0.30221,0.2494,0.28115,0.28224,0.24816,0.23701,0.29167,0.18434,0.32751,0.20431,0.31544
0.32463,0.20681,0.30086,0.24008,0.23747,0.30292,0.2794,0.26474,0.24159,0.29965,0.26607,0.27814,0.29339,0.24915,0.25745,0.28613,0.19161,0.33383,0.21429,0.31974
0.31256,0.21767,0.30084,0.2336,0.2194,0.31135,0.29701,0.23846,0.21842,0.31204,0.23985,0.29589,0.28255,0.25542,0.22593,0.30664,0.16881,0.34144,0.19254,0.32864
0.35093,0.21277,0.32812,0.24649,0.255,0.32155,0.31454,0.2636,0.2475,0.32736,0.27171,0.30756,0.30178,0.27812,0.26955,0.30946,0.18316,0.36725,0.20831,0.35359
0.33924,0.21325,0.31193,0.25151,0.2671,0.2987,0.28902,0.27754,0.25752,0.30699,0.28528,0.28138,0.30256,0.26271,0.28075,0.2859,0.19637,0.34928,0.22803,0.32949
